,month,metric_total,topic_id,metric
15,2020_07_01,102.0,10,activities_created
16,2020_08_01,85.0,10,activities_created
17,2020_09_01,48.0,10,activities_created
18,2020_10_01,14.0,10,activities_created
19,2020_11_01,9.0,10,activities_created
0,2019_01_01,6.0,10,total_sellers
1,2019_02_01,4.0,10,total_sellers
2,2019_03_01,4.0,10,total_sellers
3,2019_04_01,4.0,10,total_sellers
4,2019_05_01,7.0,10,total_sellers
5,2019_06_01,7.0,10,total_sellers
6,2019_07_01,6.0,10,total_sellers
7,2019_08_01,8.0,10,total_sellers
8,2019_09_01,13.0,10,total_sellers
9,2019_10_01,11.0,10,total_sellers
10,2019_11_01,13.0,10,total_sellers
11,2019_12_01,11.0,10,total_sellers
12,2020_01_01,12.0,10,total_sellers
13,2020_02_01,11.0,10,total_sellers
14,2020_03_01,22.0,10,total_sellers
15,2020_04_01,39.0,10,total_sellers
16,2020_05_01,60.0,10,total_sellers
17,2020_06_01,82.0,10,total_sellers
18,2020_07_01,112.0,10,total_sellers
19,2020_08_01,115.0,10,total_sellers
20,2020_09_01,103.0,10,total_sellers
21,2020_10_01,95.0,10,total_sellers
22,2020_11_01,84.0,10,total_sellers
23,2020_12_01,31.0,10,total_sellers
24,,204.0,10,total_sellers
0,2019-01-01,51.0,11,total_enrollments
1,2019-02-01,30.0,11,total_enrollments
2,2019-03-01,22.0,11,total_enrollments
3,2019-04-01,29.0,11,total_enrollments
4,2019-05-01,16.0,11,total_enrollments
5,2019-06-01,13.0,11,total_enrollments
6,2019-07-01,14.0,11,total_enrollments
7,2019-08-01,51.0,11,total_enrollments
8,2019-09-01,25.0,11,total_enrollments
9,2019-10-01,55.0,11,total_enrollments
10,2019-11-01,45.0,11,total_enrollments
11,2019-12-01,51.0,11,total_enrollments
12,2020-01-01,82.0,11,total_enrollments
13,2020-02-01,106.0,11,total_enrollments
14,2020-03-01,443.0,11,total_enrollments
15,2020-04-01,895.0,11,total_enrollments
16,2020-05-01,1192.0,11,total_enrollments
17,2020-06-01,2458.0,11,total_enrollments
18,2020-07-01,2593.0,11,total_enrollments
19,2020-08-01,1848.0,11,total_enrollments
20,2020-09-01,843.0,11,total_enrollments
21,2020-10-01,654.0,11,total_enrollments
22,2020-11-01,775.0,11,total_enrollments
23,2020-12-01,52.0,11,total_enrollments
24,,0.0,11,total_enrollments
0,2019_01_01,49.0,11,new_buyers
1,2019_02_01,27.0,11,new_buyers
2,2019_03_01,21.0,11,new_buyers
3,2019_04_01,25.0,11,new_buyers
4,2019_05_01,14.0,11,new_buyers
5,2019_06_01,11.0,11,new_buyers
6,2019_07_01,13.0,11,new_buyers
7,2019_08_01,43.0,11,new_buyers
8,2019_09_01,24.0,11,new_buyers
9,2019_10_01,50.0,11,new_buyers
10,2019_11_01,42.0,11,new_buyers
11,2019_12_01,43.0,11,new_buyers
12,2020_01_01,74.0,11,new_buyers
13,2020_02_01,84.0,11,new_buyers
14,2020_03_01,390.0,11,new_buyers
15,2020_04_01,743.0,11,new_buyers
16,2020_05_01,959.0,11,new_buyers
17,2020_06_01,1940.0,11,new_buyers
18,2020_07_01,1934.0,11,new_buyers
19,2020_08_01,1371.0,11,new_buyers
20,2020_09_01,658.0,11,new_buyers
21,2020_10_01,495.0,11,new_buyers
22,2020_11_01,593.0,11,new_buyers
23,2020_12_01,45.0,11,new_buyers
24,,0.0,11,new_buyers
0,2019_01_01,49.0,11,total_buyers
1,2019_02_01,27.0,11,total_buyers
2,2019_03_01,21.0,11,total_buyers
3,2019_04_01,25.0,11,total_buyers
4,2019_05_01,14.0,11,total_buyers
5,2019_06_01,11.0,11,total_buyers
6,2019_07_01,13.0,11,total_buyers
7,2019_08_01,43.0,11,total_buyers
8,2019_09_01,24.0,11,total_buyers
9,2019_10_01,50.0,11,total_buyers
10,2019_11_01,42.0,11,total_buyers
11,2019_12_01,43.0,11,total_buyers
12,2020_01_01,75.0,11,total_buyers
13,2020_02_01,86.0,11,total_buyers
14,2020_03_01,394.0,11,total_buyers
15,2020_04_01,754.0,11,total_buyers
16,2020_05_01,976.0,11,total_buyers
17,2020_06_01,1955.0,11,total_buyers
18,2020_07_01,1979.0,11,total_buyers
19,2020_08_01,1437.0,11,total_buyers
20,2020_09_01,695.0,11,total_buyers
21,2020_10_01,539.0,11,total_buyers
22,2020_11_01,634.0,11,total_buyers
23,2020_12_01,43.0,11,total_buyers
24,,209.0,11,total_buyers
0,2019_01_01,5189.0,11,bookings
1,2019_02_01,2133.0,11,bookings
2,2019_03_01,936.0,11,bookings
3,2019_04_01,1078.0,11,bookings
4,2019_05_01,342.0,11,bookings
5,2019_06_01,768.0,11,bookings
6,2019_07_01,1102.0,11,bookings
7,2019_08_01,5584.0,11,bookings
8,2019_09_01,1309.0,11,bookings
9,2019_10_01,1822.0,11,bookings
10,2019_11_01,3057.0,11,bookings
11,2019_12_01,4355.0,11,bookings
12,2020_01_01,5733.0,11,bookings
13,2020_02_01,3056.0,11,bookings
14,2020_03_01,15571.0,11,bookings
15,2020_04_01,29095.0,11,bookings
16,2020_05_01,37870.0,11,bookings
17,2020_06_01,67793.0,11,bookings
18,2020_07_01,74431.0,11,bookings
19,2020_08_01,69942.0,11,bookings
20,2020_09_01,36191.0,11,bookings
21,2020_10_01,26519.0,11,bookings
22,2020_11_01,31826.0,11,bookings
23,2020_12_01,2869.0,11,bookings
24,,,11,bookings
0,2019_01_01,5.0,11,activities_created
1,2019_02_01,4.0,11,activities_created
2,2019_03_01,1.0,11,activities_created
3,2019_04_01,3.0,11,activities_created
4,2019_06_01,4.0,11,activities_created
5,2019_08_01,3.0,11,activities_created
6,2019_09_01,3.0,11,activities_created
7,2019_10_01,3.0,11,activities_created
8,2019_11_01,5.0,11,activities_created
9,2019_12_01,3.0,11,activities_created
10,2020_01_01,5.0,11,activities_created
11,2020_02_01,10.0,11,activities_created
12,2020_03_01,23.0,11,activities_created
13,2020_04_01,63.0,11,activities_created
14,2020_05_01,58.0,11,activities_created
15,2020_06_01,80.0,11,activities_created
16,2020_07_01,95.0,11,activities_created
17,2020_08_01,55.0,11,activities_created
18,2020_09_01,37.0,11,activities_created
19,2020_10_01,8.0,11,activities_created
0,2019_01_01,10.0,11,total_sellers
1,2019_02_01,7.0,11,total_sellers
2,2019_03_01,9.0,11,total_sellers
3,2019_04_01,8.0,11,total_sellers
4,2019_05_01,6.0,11,total_sellers
5,2019_06_01,7.0,11,total_sellers
6,2019_07_01,7.0,11,total_sellers
7,2019_08_01,12.0,11,total_sellers
8,2019_09_01,10.0,11,total_sellers
9,2019_10_01,11.0,11,total_sellers
10,2019_11_01,13.0,11,total_sellers
11,2019_12_01,14.0,11,total_sellers
12,2020_01_01,17.0,11,total_sellers
13,2020_02_01,15.0,11,total_sellers
14,2020_03_01,29.0,11,total_sellers
15,2020_04_01,61.0,11,total_sellers
16,2020_05_01,71.0,11,total_sellers
17,2020_06_01,89.0,11,total_sellers
18,2020_07_01,116.0,11,total_sellers
19,2020_08_01,119.0,11,total_sellers
20,2020_09_01,107.0,11,total_sellers
21,2020_10_01,92.0,11,total_sellers
22,2020_11_01,81.0,11,total_sellers
23,2020_12_01,29.0,11,total_sellers
24,,223.0,11,total_sellers
0,2019-01-01,21.0,12,total_enrollments
1,2019-02-01,17.0,12,total_enrollments
2,2019-03-01,36.0,12,total_enrollments
3,2019-04-01,51.0,12,total_enrollments
4,2019-05-01,49.0,12,total_enrollments
5,2019-06-01,16.0,12,total_enrollments
6,2019-07-01,18.0,12,total_enrollments
7,2019-08-01,46.0,12,total_enrollments
8,2019-09-01,51.0,12,total_enrollments
9,2019-10-01,29.0,12,total_enrollments
10,2019-11-01,44.0,12,total_enrollments
11,2019-12-01,90.0,12,total_enrollments
12,2020-01-01,151.0,12,total_enrollments
13,2020-02-01,192.0,12,total_enrollments
14,2020-03-01,1235.0,12,total_enrollments
15,2020-04-01,921.0,12,total_enrollments
16,2020-05-01,561.0,12,total_enrollments
17,2020-06-01,864.0,12,total_enrollments
18,2020-07-01,1014.0,12,total_enrollments
19,2020-08-01,1074.0,12,total_enrollments
20,2020-09-01,781.0,12,total_enrollments
21,2020-10-01,656.0,12,total_enrollments
22,2020-11-01,526.0,12,total_enrollments
23,2020-12-01,22.0,12,total_enrollments
24,,0.0,12,total_enrollments
0,2019_01_01,19.0,12,new_buyers
1,2019_02_01,14.0,12,new_buyers
2,2019_03_01,28.0,12,new_buyers
3,2019_04_01,40.0,12,new_buyers
4,2019_05_01,34.0,12,new_buyers
5,2019_06_01,15.0,12,new_buyers
6,2019_07_01,15.0,12,new_buyers
7,2019_08_01,41.0,12,new_buyers
8,2019_09_01,44.0,12,new_buyers
9,2019_10_01,25.0,12,new_buyers
10,2019_11_01,34.0,12,new_buyers
11,2019_12_01,76.0,12,new_buyers
12,2020_01_01,126.0,12,new_buyers
13,2020_02_01,155.0,12,new_buyers
14,2020_03_01,978.0,12,new_buyers
15,2020_04_01,736.0,12,new_buyers
16,2020_05_01,468.0,12,new_buyers
17,2020_06_01,703.0,12,new_buyers
18,2020_07_01,840.0,12,new_buyers
19,2020_08_01,898.0,12,new_buyers
20,2020_09_01,615.0,12,new_buyers
21,2020_10_01,519.0,12,new_buyers
22,2020_11_01,440.0,12,new_buyers
23,2020_12_01,22.0,12,new_buyers
24,,0.0,12,new_buyers
0,2019_01_01,19.0,12,total_buyers
1,2019_02_01,14.0,12,total_buyers
2,2019_03_01,28.0,12,total_buyers
3,2019_04_01,40.0,12,total_buyers
4,2019_05_01,37.0,12,total_buyers
5,2019_06_01,20.0,12,total_buyers
6,2019_07_01,17.0,12,total_buyers
7,2019_08_01,46.0,12,total_buyers
8,2019_09_01,50.0,12,total_buyers
9,2019_10_01,31.0,12,total_buyers
10,2019_11_01,41.0,12,total_buyers
11,2019_12_01,80.0,12,total_buyers
12,2020_01_01,133.0,12,total_buyers
13,2020_02_01,163.0,12,total_buyers
14,2020_03_01,985.0,12,total_buyers
15,2020_04_01,752.0,12,total_buyers
16,2020_05_01,486.0,12,total_buyers
17,2020_06_01,720.0,12,total_buyers
18,2020_07_01,874.0,12,total_buyers
19,2020_08_01,944.0,12,total_buyers
20,2020_09_01,676.0,12,total_buyers
21,2020_10_01,617.0,12,total_buyers
22,2020_11_01,572.0,12,total_buyers
23,2020_12_01,22.0,12,total_buyers
24,,85.0,12,total_buyers
0,2019_01_01,860.0,12,bookings
1,2019_02_01,1305.0,12,bookings
2,2019_03_01,1099.0,12,bookings
3,2019_04_01,1398.0,12,bookings
4,2019_05_01,1276.0,12,bookings
5,2019_06_01,751.0,12,bookings
6,2019_07_01,463.0,12,bookings
7,2019_08_01,1149.0,12,bookings
8,2019_09_01,1571.0,12,bookings
9,2019_10_01,1565.0,12,bookings
10,2019_11_01,1486.0,12,bookings
11,2019_12_01,2151.0,12,bookings
12,2020_01_01,3790.0,12,bookings
13,2020_02_01,5442.0,12,bookings
14,2020_03_01,25234.0,12,bookings
15,2020_04_01,20034.5,12,bookings
16,2020_05_01,19670.5,12,bookings
17,2020_06_01,32706.0,12,bookings
18,2020_07_01,30093.0,12,bookings
19,2020_08_01,37119.0,12,bookings
20,2020_09_01,22226.84,12,bookings
21,2020_10_01,18554.92,12,bookings
22,2020_11_01,18922.0,12,bookings
23,2020_12_01,623.0,12,bookings
24,,,12,bookings
0,2019_02_01,3.0,12,activities_created
1,2019_03_01,1.0,12,activities_created
2,2019_04_01,1.0,12,activities_created
3,2019_05_01,2.0,12,activities_created
4,2019_09_01,2.0,12,activities_created
5,2019_10_01,2.0,12,activities_created
6,2019_11_01,4.0,12,activities_created
7,2019_12_01,2.0,12,activities_created
8,2020_01_01,6.0,12,activities_created
9,2020_02_01,7.0,12,activities_created
10,2020_03_01,18.0,12,activities_created
11,2020_04_01,31.0,12,activities_created
12,2020_05_01,51.0,12,activities_created
13,2020_06_01,79.0,12,activities_created
14,2020_07_01,122.0,12,activities_created
15,2020_08_01,82.0,12,activities_created
16,2020_09_01,57.0,12,activities_created
17,2020_10_01,13.0,12,activities_created
18,2020_11_01,9.0,12,activities_created
0,2019_01_01,3.0,12,total_sellers
1,2019_02_01,5.0,12,total_sellers
2,2019_03_01,6.0,12,total_sellers
3,2019_04_01,6.0,12,total_sellers
4,2019_05_01,7.0,12,total_sellers
5,2019_06_01,7.0,12,total_sellers
6,2019_07_01,7.0,12,total_sellers
7,2019_08_01,8.0,12,total_sellers
8,2019_09_01,6.0,12,total_sellers
9,2019_10_01,9.0,12,total_sellers
10,2019_11_01,11.0,12,total_sellers
11,2019_12_01,8.0,12,total_sellers
12,2020_01_01,8.0,12,total_sellers
13,2020_02_01,15.0,12,total_sellers
14,2020_03_01,28.0,12,total_sellers
15,2020_04_01,35.0,12,total_sellers
16,2020_05_01,47.0,12,total_sellers
17,2020_06_01,81.0,12,total_sellers
18,2020_07_01,107.0,12,total_sellers
19,2020_08_01,123.0,12,total_sellers
20,2020_09_01,109.0,12,total_sellers
21,2020_10_01,95.0,12,total_sellers
22,2020_11_01,77.0,12,total_sellers
23,2020_12_01,13.0,12,total_sellers
24,,304.0,12,total_sellers
0,2019-02-01,2.0,13,total_enrollments
1,2019-03-01,2.0,13,total_enrollments
2,2019-04-01,6.0,13,total_enrollments
3,2019-05-01,3.0,13,total_enrollments
4,2019-06-01,1.0,13,total_enrollments
5,2019-07-01,4.0,13,total_enrollments
6,2019-08-01,11.0,13,total_enrollments
7,2019-09-01,7.0,13,total_enrollments
8,2019-10-01,10.0,13,total_enrollments
9,2019-11-01,15.0,13,total_enrollments
10,2019-12-01,7.0,13,total_enrollments
11,2020-01-01,14.0,13,total_enrollments
12,2020-02-01,8.0,13,total_enrollments
13,2020-03-01,194.0,13,total_enrollments
14,2020-04-01,367.0,13,total_enrollments
15,2020-05-01,321.0,13,total_enrollments
16,2020-06-01,777.0,13,total_enrollments
17,2020-07-01,1277.0,13,total_enrollments
18,2020-08-01,1510.0,13,total_enrollments
19,2020-09-01,1224.0,13,total_enrollments
20,2020-10-01,833.0,13,total_enrollments
21,2020-11-01,797.0,13,total_enrollments
22,2020-12-01,50.0,13,total_enrollments
23,,0.0,13,total_enrollments
0,2019_02_01,2.0,13,new_buyers
1,2019_03_01,2.0,13,new_buyers
2,2019_04_01,5.0,13,new_buyers
3,2019_05_01,3.0,13,new_buyers
4,2019_06_01,1.0,13,new_buyers
5,2019_07_01,3.0,13,new_buyers
6,2019_08_01,8.0,13,new_buyers
7,2019_09_01,6.0,13,new_buyers
8,2019_10_01,9.0,13,new_buyers
9,2019_11_01,14.0,13,new_buyers
10,2019_12_01,6.0,13,new_buyers
11,2020_01_01,13.0,13,new_buyers
12,2020_02_01,8.0,13,new_buyers
13,2020_03_01,175.0,13,new_buyers
14,2020_04_01,311.0,13,new_buyers
15,2020_05_01,279.0,13,new_buyers
16,2020_06_01,646.0,13,new_buyers
17,2020_07_01,1018.0,13,new_buyers
18,2020_08_01,1187.0,13,new_buyers
19,2020_09_01,977.0,13,new_buyers
20,2020_10_01,680.0,13,new_buyers
21,2020_11_01,628.0,13,new_buyers
22,2020_12_01,45.0,13,new_buyers
23,,0.0,13,new_buyers
0,2019_02_01,2.0,13,total_buyers
1,2019_03_01,2.0,13,total_buyers
2,2019_04_01,5.0,13,total_buyers
3,2019_05_01,3.0,13,total_buyers
4,2019_06_01,1.0,13,total_buyers
5,2019_07_01,3.0,13,total_buyers
6,2019_08_01,8.0,13,total_buyers
7,2019_09_01,7.0,13,total_buyers
8,2019_10_01,10.0,13,total_buyers
9,2019_11_01,17.0,13,total_buyers
10,2019_12_01,11.0,13,total_buyers
11,2020_01_01,17.0,13,total_buyers
12,2020_02_01,16.0,13,total_buyers
13,2020_03_01,180.0,13,total_buyers
14,2020_04_01,369.0,13,total_buyers
15,2020_05_01,353.0,13,total_buyers
16,2020_06_01,740.0,13,total_buyers
17,2020_07_01,1165.0,13,total_buyers
18,2020_08_01,1380.0,13,total_buyers
19,2020_09_01,1174.0,13,total_buyers
20,2020_10_01,988.0,13,total_buyers
21,2020_11_01,983.0,13,total_buyers
22,2020_12_01,44.0,13,total_buyers
23,,18.0,13,total_buyers
0,2019_02_01,132.0,13,bookings
1,2019_03_01,132.0,13,bookings
2,2019_04_01,393.0,13,bookings
3,2019_05_01,162.0,13,bookings
4,2019_06_01,30.0,13,bookings
5,2019_07_01,148.0,13,bookings
6,2019_08_01,666.0,13,bookings
7,2019_09_01,474.0,13,bookings
8,2019_10_01,306.0,13,bookings
9,2019_11_01,620.0,13,bookings
10,2019_12_01,360.0,13,bookings
11,2020_01_01,480.0,13,bookings
12,2020_02_01,476.0,13,bookings
13,2020_03_01,5440.0,13,bookings
14,2020_04_01,8308.0,13,bookings
15,2020_05_01,8861.0,13,bookings
16,2020_06_01,16513.0,13,bookings
17,2020_07_01,29462.5,13,bookings
18,2020_08_01,37307.5,13,bookings
19,2020_09_01,36704.0,13,bookings
20,2020_10_01,35164.0,13,bookings
21,2020_11_01,40133.0,13,bookings
22,2020_12_01,702.0,13,bookings
23,,,13,bookings
0,2019_03_01,1.0,13,activities_created
1,2019_04_01,1.0,13,activities_created
2,2019_05_01,2.0,13,activities_created
3,2019_06_01,2.0,13,activities_created
4,2019_11_01,1.0,13,activities_created
5,2020_01_01,2.0,13,activities_created
6,2020_03_01,12.0,13,activities_created
7,2020_04_01,30.0,13,activities_created
8,2020_05_01,30.0,13,activities_created
9,2020_06_01,112.0,13,activities_created
10,2020_07_01,129.0,13,activities_created
11,2020_08_01,77.0,13,activities_created
12,2020_09_01,64.0,13,activities_created
13,2020_10_01,19.0,13,activities_created
14,2020_11_01,15.0,13,activities_created
0,2019_02_01,1.0,13,total_sellers
1,2019_03_01,1.0,13,total_sellers
2,2019_04_01,2.0,13,total_sellers
3,2019_05_01,2.0,13,total_sellers
4,2019_06_01,1.0,13,total_sellers
5,2019_07_01,3.0,13,total_sellers
6,2019_08_01,2.0,13,total_sellers
7,2019_09_01,3.0,13,total_sellers
8,2019_10_01,3.0,13,total_sellers
9,2019_11_01,4.0,13,total_sellers
10,2019_12_01,2.0,13,total_sellers
11,2020_01_01,5.0,13,total_sellers
12,2020_02_01,5.0,13,total_sellers
13,2020_03_01,11.0,13,total_sellers
14,2020_04_01,20.0,13,total_sellers
15,2020_05_01,32.0,13,total_sellers
16,2020_06_01,53.0,13,total_sellers
17,2020_07_01,107.0,13,total_sellers
18,2020_08_01,119.0,13,total_sellers
19,2020_09_01,107.0,13,total_sellers
20,2020_10_01,94.0,13,total_sellers
21,2020_11_01,82.0,13,total_sellers
22,2020_12_01,25.0,13,total_sellers
23,,302.0,13,total_sellers
0,2019-01-01,28.0,14,total_enrollments
1,2019-02-01,13.0,14,total_enrollments
2,2019-03-01,18.0,14,total_enrollments
3,2019-04-01,15.0,14,total_enrollments
4,2019-05-01,14.0,14,total_enrollments
5,2019-06-01,10.0,14,total_enrollments
6,2019-07-01,19.0,14,total_enrollments
7,2019-08-01,25.0,14,total_enrollments
8,2019-09-01,21.0,14,total_enrollments
9,2019-10-01,20.0,14,total_enrollments
10,2019-11-01,8.0,14,total_enrollments
11,2019-12-01,17.0,14,total_enrollments
12,2020-01-01,44.0,14,total_enrollments
13,2020-02-01,46.0,14,total_enrollments
14,2020-03-01,498.0,14,total_enrollments
15,2020-04-01,818.0,14,total_enrollments
16,2020-05-01,1023.0,14,total_enrollments
17,2020-06-01,1845.0,14,total_enrollments
18,2020-07-01,2136.0,14,total_enrollments
19,2020-08-01,1643.0,14,total_enrollments
20,2020-09-01,1207.0,14,total_enrollments
21,2020-10-01,1018.0,14,total_enrollments
22,2020-11-01,921.0,14,total_enrollments
23,2020-12-01,67.0,14,total_enrollments
24,,0.0,14,total_enrollments
0,2019_01_01,24.0,14,new_buyers
1,2019_02_01,12.0,14,new_buyers
2,2019_03_01,15.0,14,new_buyers
3,2019_04_01,13.0,14,new_buyers
4,2019_05_01,14.0,14,new_buyers
5,2019_06_01,8.0,14,new_buyers
6,2019_07_01,17.0,14,new_buyers
7,2019_08_01,20.0,14,new_buyers
8,2019_09_01,18.0,14,new_buyers
9,2019_10_01,18.0,14,new_buyers
10,2019_11_01,8.0,14,new_buyers
11,2019_12_01,14.0,14,new_buyers
12,2020_01_01,40.0,14,new_buyers
13,2020_02_01,37.0,14,new_buyers
14,2020_03_01,468.0,14,new_buyers
15,2020_04_01,688.0,14,new_buyers
16,2020_05_01,836.0,14,new_buyers
17,2020_06_01,1515.0,14,new_buyers
18,2020_07_01,1653.0,14,new_buyers
19,2020_08_01,1271.0,14,new_buyers
20,2020_09_01,908.0,14,new_buyers
21,2020_10_01,713.0,14,new_buyers
22,2020_11_01,645.0,14,new_buyers
23,2020_12_01,62.0,14,new_buyers
24,,0.0,14,new_buyers
0,2019_01_01,24.0,14,total_buyers
1,2019_02_01,12.0,14,total_buyers
2,2019_03_01,15.0,14,total_buyers
3,2019_04_01,13.0,14,total_buyers
4,2019_05_01,14.0,14,total_buyers
5,2019_06_01,8.0,14,total_buyers
6,2019_07_01,17.0,14,total_buyers
7,2019_08_01,20.0,14,total_buyers
8,2019_09_01,18.0,14,total_buyers
9,2019_10_01,18.0,14,total_buyers
10,2019_11_01,8.0,14,total_buyers
11,2019_12_01,14.0,14,total_buyers
12,2020_01_01,40.0,14,total_buyers
13,2020_02_01,37.0,14,total_buyers
14,2020_03_01,473.0,14,total_buyers
15,2020_04_01,697.0,14,total_buyers
16,2020_05_01,848.0,14,total_buyers
17,2020_06_01,1536.0,14,total_buyers
18,2020_07_01,1684.0,14,total_buyers
19,2020_08_01,1326.0,14,total_buyers
20,2020_09_01,1000.0,14,total_buyers
21,2020_10_01,897.0,14,total_buyers
22,2020_11_01,888.0,14,total_buyers
23,2020_12_01,60.0,14,total_buyers
24,,142.0,14,total_buyers
0,2019_01_01,1010.0,14,bookings
1,2019_02_01,315.0,14,bookings
2,2019_03_01,985.0,14,bookings
3,2019_04_01,475.0,14,bookings
4,2019_05_01,535.0,14,bookings
5,2019_06_01,270.0,14,bookings
6,2019_07_01,830.0,14,bookings
7,2019_08_01,1085.0,14,bookings
8,2019_09_01,1027.0,14,bookings
9,2019_10_01,890.0,14,bookings
10,2019_11_01,515.0,14,bookings
11,2019_12_01,700.0,14,bookings
12,2020_01_01,1763.0,14,bookings
13,2020_02_01,2756.0,14,bookings
14,2020_03_01,31370.0,14,bookings
15,2020_04_01,42146.0,14,bookings
16,2020_05_01,48077.0,14,bookings
17,2020_06_01,100845.0,14,bookings
18,2020_07_01,109368.0,14,bookings
19,2020_08_01,84509.0,14,bookings
20,2020_09_01,74393.0,14,bookings
21,2020_10_01,68818.0,14,bookings
22,2020_11_01,67561.0,14,bookings
23,2020_12_01,3735.0,14,bookings
24,,,14,bookings
0,2019_01_01,1.0,14,activities_created
1,2019_02_01,2.0,14,activities_created
2,2019_03_01,2.0,14,activities_created
3,2019_05_01,1.0,14,activities_created
4,2019_06_01,1.0,14,activities_created
5,2019_07_01,1.0,14,activities_created
6,2019_08_01,2.0,14,activities_created
7,2019_10_01,2.0,14,activities_created
8,2019_12_01,2.0,14,activities_created
9,2020_01_01,1.0,14,activities_created
10,2020_02_01,2.0,14,activities_created
11,2020_03_01,13.0,14,activities_created
12,2020_04_01,58.0,14,activities_created
13,2020_05_01,63.0,14,activities_created
14,2020_06_01,69.0,14,activities_created
15,2020_07_01,95.0,14,activities_created
16,2020_08_01,88.0,14,activities_created
17,2020_09_01,78.0,14,activities_created
18,2020_10_01,9.0,14,activities_created
19,2020_11_01,4.0,14,activities_created
0,2019_01_01,2.0,14,total_sellers
1,2019_02_01,2.0,14,total_sellers
2,2019_03_01,2.0,14,total_sellers
3,2019_04_01,2.0,14,total_sellers
4,2019_05_01,3.0,14,total_sellers
5,2019_06_01,2.0,14,total_sellers
6,2019_07_01,2.0,14,total_sellers
7,2019_08_01,3.0,14,total_sellers
8,2019_09_01,3.0,14,total_sellers
9,2019_10_01,3.0,14,total_sellers
10,2019_11_01,2.0,14,total_sellers
11,2019_12_01,3.0,14,total_sellers
12,2020_01_01,6.0,14,total_sellers
13,2020_02_01,7.0,14,total_sellers
14,2020_03_01,16.0,14,total_sellers
15,2020_04_01,31.0,14,total_sellers
16,2020_05_01,52.0,14,total_sellers
17,2020_06_01,72.0,14,total_sellers
18,2020_07_01,88.0,14,total_sellers
19,2020_08_01,102.0,14,total_sellers
20,2020_09_01,106.0,14,total_sellers
21,2020_10_01,84.0,14,total_sellers
22,2020_11_01,82.0,14,total_sellers
23,2020_12_01,26.0,14,total_sellers
24,,181.0,14,total_sellers
0,2019-01-01,55.0,15,total_enrollments
1,2019-02-01,49.0,15,total_enrollments
2,2019-03-01,72.0,15,total_enrollments
3,2019-04-01,40.0,15,total_enrollments
4,2019-05-01,17.0,15,total_enrollments
5,2019-06-01,18.0,15,total_enrollments
6,2019-07-01,18.0,15,total_enrollments
7,2019-08-01,48.0,15,total_enrollments
8,2019-09-01,61.0,15,total_enrollments
9,2019-10-01,68.0,15,total_enrollments
10,2019-11-01,53.0,15,total_enrollments
11,2019-12-01,79.0,15,total_enrollments
12,2020-01-01,157.0,15,total_enrollments
13,2020-02-01,109.0,15,total_enrollments
14,2020-03-01,1270.0,15,total_enrollments
15,2020-04-01,1502.0,15,total_enrollments
16,2020-05-01,1418.0,15,total_enrollments
17,2020-06-01,2607.0,15,total_enrollments
18,2020-07-01,3650.0,15,total_enrollments
19,2020-08-01,4337.0,15,total_enrollments
20,2020-09-01,2478.0,15,total_enrollments
21,2020-10-01,1930.0,15,total_enrollments
22,2020-11-01,1991.0,15,total_enrollments
23,2020-12-01,166.0,15,total_enrollments
24,,0.0,15,total_enrollments
0,2019_01_01,51.0,15,new_buyers
1,2019_02_01,42.0,15,new_buyers
2,2019_03_01,60.0,15,new_buyers
3,2019_04_01,37.0,15,new_buyers
4,2019_05_01,14.0,15,new_buyers
5,2019_06_01,14.0,15,new_buyers
6,2019_07_01,12.0,15,new_buyers
7,2019_08_01,44.0,15,new_buyers
8,2019_09_01,53.0,15,new_buyers
9,2019_10_01,59.0,15,new_buyers
10,2019_11_01,51.0,15,new_buyers
11,2019_12_01,68.0,15,new_buyers
12,2020_01_01,126.0,15,new_buyers
13,2020_02_01,98.0,15,new_buyers
14,2020_03_01,1069.0,15,new_buyers
15,2020_04_01,1229.0,15,new_buyers
16,2020_05_01,1153.0,15,new_buyers
17,2020_06_01,2107.0,15,new_buyers
18,2020_07_01,2865.0,15,new_buyers
19,2020_08_01,3433.0,15,new_buyers
20,2020_09_01,1889.0,15,new_buyers
21,2020_10_01,1538.0,15,new_buyers
22,2020_11_01,1579.0,15,new_buyers
23,2020_12_01,141.0,15,new_buyers
24,,0.0,15,new_buyers
0,2019_01_01,51.0,15,total_buyers
1,2019_02_01,42.0,15,total_buyers
2,2019_03_01,60.0,15,total_buyers
3,2019_04_01,37.0,15,total_buyers
4,2019_05_01,14.0,15,total_buyers
5,2019_06_01,14.0,15,total_buyers
6,2019_07_01,12.0,15,total_buyers
7,2019_08_01,44.0,15,total_buyers
8,2019_09_01,53.0,15,total_buyers
9,2019_10_01,59.0,15,total_buyers
10,2019_11_01,51.0,15,total_buyers
11,2019_12_01,68.0,15,total_buyers
12,2020_01_01,126.0,15,total_buyers
13,2020_02_01,98.0,15,total_buyers
14,2020_03_01,1070.0,15,total_buyers
15,2020_04_01,1236.0,15,total_buyers
16,2020_05_01,1176.0,15,total_buyers
17,2020_06_01,2118.0,15,total_buyers
18,2020_07_01,2875.0,15,total_buyers
19,2020_08_01,3469.0,15,total_buyers
20,2020_09_01,1916.0,15,total_buyers
21,2020_10_01,1581.0,15,total_buyers
22,2020_11_01,1668.0,15,total_buyers
23,2020_12_01,136.0,15,total_buyers
24,,228.0,15,total_buyers
